Id,Name,Description,ToastDescription,CovenantId,Level,Icon,Flags,UiOrder,ItemId,SpellId,MountId,TransmogId,TransmogSetId,CharTitlesId,GarrFollowerId,TransmogIllusionId,QuestId,PlayerConditionId
"277","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","1","32","0","0","1","0","0","0","0","2129","0","0","0","0","0"
"278","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","1","32","0","0","1","0","0","0","0","2132","0","0","0","0","0"
"279","","可在名望军需官处购买这些外观：|n- 头部|n- 肩膀|n- 胸部","有新的外观可用","1","32","0","0","1","0","0","0","0","2135","0","0","0","0","0"
"280","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","3","15","237236","0","0","0","0","0","0","0","0","0","0","64508","0"
"281","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","3","24","237236","0","0","0","0","0","0","0","0","0","0","64508","0"
"282","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","3","32","237236","0","0","0","0","0","0","0","0","0","0","0","0"
"283","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","1","15","237236","0","0","0","0","0","0","0","0","0","0","64508","0"
"284","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","1","24","237236","0","0","0","0","0","0","0","0","0","0","64508","0"
"285","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","1","32","237236","0","0","0","0","0","0","0","0","0","0","0","0"
"286","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","4","15","237236","0","0","0","0","0","0","0","0","0","0","64508","0"
"287","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","4","24","237236","0","0","0","0","0","0","0","0","0","0","64508","0"
"288","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","4","32","237236","0","0","0","0","0","0","0","0","0","0","0","0"
"289","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","2","15","237236","0","0","0","0","0","0","0","0","0","0","64508","0"
"290","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","2","24","237236","0","0","0","0","0","0","0","0","0","0","64508","0"
"291","护魂者升级","你与你的护魂者的协调程度越来越高，每周可以从噬渊里拯救更多的灵魂。","护魂者已升级","2","32","237236","0","0","0","0","0","0","0","0","0","0","0","0"
"292","格里恩战役：晋升试炼","可进行格里恩战役的下一章。","可接到新的战役任务","1","5","1500886","0","0","0","0","0","0","0","0","0","0","64508","0"
"293","格里恩战役：费斯图斯，万世之源","可进行格里恩战役的下一章。","可接到新的战役任务","1","8","1500886","0","0","0","0","0","0","0","0","0","0","64508","0"
"294","格里恩战役：惩奸除恶","可进行格里恩战役的下一章。","可接到新的战役任务","1","11","1500886","0","0","0","0","0","0","0","0","0","0","64508","0"
"295","格里恩战役：痛悔印记","可进行格里恩战役的下一章。","可接到新的战役任务","1","13","1500886","0","0","0","0","0","0","0","0","0","0","64508","0"
"296","格里恩战役：炽蓝仙野容器","可进行格里恩战役的下一章。","可接到新的战役任务","1","17","1500886","0","0","0","0","0","0","0","0","0","0","64508","0"
"297","格里恩战役：步步逼近","可进行格里恩战役的下一章。","可接到新的战役任务","1","20","1500886","0","0","0","0","0","0","0","0","0","0","64508","0"
"298","通灵领主战役：锐眼密院","可进行通灵领主战役的下一章。","可接到新的战役任务","4","5","1500887","0","0","0","0","0","0","0","0","0","0","64508","0"
"299","通灵领主战役：侠盗猎城手","可进行通灵领主战役的下一章。","可接到新的战役任务","4","8","1500887","0","0","0","0","0","0","0","0","0","0","64508","0"
"300","通灵领主战役：不可忘却","可进行通灵领主战役的下一章。","可接到新的战役任务","4","11","1500887","0","0","0","0","0","0","0","0","0","0","64508","0"
"301","通灵领主战役：金色破晓","可进行通灵领主战役的下一章。","可接到新的战役任务","4","13","1500887","0","0","0","0","0","0","0","0","0","0","64508","0"
"302","通灵领主战役：罪有应得","可进行通灵领主战役的下一章。","可接到新的战役任务","4","17","1500887","0","0","0","0","0","0","0","0","0","0","64508","0"
"303","通灵领主战役：祭仪密院","可进行通灵领主战役的下一章。","可接到新的战役任务","4","20","1500887","0","0","0","0","0","0","0","0","0","0","64508","0"
"304","法夜战役：月夜战神之女","可进行法夜战役的下一章。","可接到新的战役任务","3","5","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"305","法夜战役：老大","可进行法夜战役的下一章。","可接到新的战役任务","3","8","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"306","法夜战役：月夜战神的诅咒","可进行法夜战役的下一章。","可接到新的战役任务","3","11","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"307","法夜战役：德鲁斯特归于德鲁斯特","可进行法夜战役的下一章。","可接到新的战役任务","3","13","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"308","法夜战役：硕角猎人","可进行法夜战役的下一章。","可接到新的战役任务","3","17","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"309","法夜战役：给洛阿神灵的交易","可进行法夜战役的下一章。","可接到新的战役任务","3","20","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"310","温西尔战役：收割者之庭","可进行温西尔战役的下一章。","可接到新的战役任务","2","5","1500885","0","0","0","0","0","0","0","0","0","0","64508","0"
"311","温西尔战役：欲望","可进行温西尔战役的下一章。","可接到新的战役任务","2","8","1500885","0","0","0","0","0","0","0","0","0","0","64508","0"
"312","温西尔战役：贪婪","可进行温西尔战役的下一章。","可接到新的战役任务","2","11","1500885","0","0","0","0","0","0","0","0","0","0","64508","0"
"313","温西尔战役：王子加冕","可进行温西尔战役的下一章。","可接到新的战役任务","2","13","1500885","2","0","0","0","0","0","0","0","0","0","64508","0"
"314","温西尔战役：直面罪孽","可进行温西尔战役的下一章。","可接到新的战役任务","2","17","1500885","0","0","0","0","0","0","0","0","0","0","64508","0"
"315","温西尔战役：嫉妒","可进行温西尔战役的下一章。","可接到新的战役任务","2","20","1500885","0","0","0","0","0","0","0","0","0","0","64508","0"
"316","未发现的冒险者","完成晋升堡垒故事线“狮群还是灵豹”，招募新的冒险者。","有新的冒险者可用","1","4","3716926","0","0","0","0","0","0","0","0","0","0","64508","87733"
"317","魅夜朝臣的军械","可在名望军需官处购买武器外观。","有新的外观可用","3","37","3509629","0","0","0","0","0","0","0","0","0","0","64508","0"
"318","兵主军械","可在名望军需官处购买武器外观。","有新的外观可用","4","37","3384463","0","0","0","0","0","0","0","0","0","0","64508","0"
"319","极乐军械","可在名望军需官处购买武器外观。","有新的外观可用","1","37","3204712","0","0","0","0","0","0","0","0","0","0","64508","0"
"320","堕罪军械","可在名望军需官处购买武器外观。","有新的外观可用","2","37","3188648","0","0","0","0","0","0","0","0","0","0","64508","0"
"321","身居其中","加入晋升堡垒的格里恩，开始进行盟约战役。","","1","1","3641395","0","0","0","0","0","0","0","0","0","0","64508","0"
"322","为了女王和林地！","加入炽蓝仙野的法夜，开始进行盟约战役。","","3","1","3641394","0","0","0","0","0","0","0","0","0","0","64508","0"
"323","忠于兵主","加入玛卓克萨斯的通灵领主，开始进行盟约战役。","","4","1","3641396","0","0","0","0","0","0","0","0","0","0","64508","0"
"324","堕罪堡","加入雷文德斯的温西尔，开始进行盟约战役。","","2","1","3641397","0","0","0","0","0","0","0","0","0","0","64508","0"
"325","灵魂羁绊升级：裴拉戈斯","你可以使用裴拉戈斯的第八行灵魂羁绊专长。","解锁新的一行裴拉戈斯灵魂羁绊","1","30","3684898","2","0","0","0","0","0","0","0","0","0","64508","0"
"326","灵魂羁绊升级：克雷雅","你可以使用克雷雅的第八行灵魂羁绊专长。","解锁新的一行克雷雅灵魂羁绊","1","34","3684897","2","0","0","0","0","0","0","0","0","0","64508","0"
"327","灵魂羁绊升级：米卡尼科斯","你可以使用米卡尼科斯的第八行灵魂羁绊专长。","解锁新的一行米卡尼科斯灵魂羁绊","1","31","3684894","2","0","0","0","0","0","0","0","0","0","64508","0"
"328","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第八行灵魂羁绊专长。","解锁新的一行马里莱斯灵魂羁绊","4","30","3684879","2","0","0","0","0","0","0","0","0","0","64508","0"
"329","灵魂羁绊升级：艾米妮","你可以使用艾米妮公主的第八行灵魂羁绊专长。","解锁新的一行艾米妮灵魂羁绊","4","34","3684875","2","0","0","0","0","0","0","0","0","0","64508","0"
"330","灵魂羁绊升级：海尔米尔","你可以使用骨匠海尔米尔的第八行灵魂羁绊专长。","解锁新的一行海尔米尔灵魂羁绊","4","31","3684892","2","0","0","0","0","0","0","0","0","0","64508","0"
"331","灵魂羁绊升级：尼娅","你可以使用尼娅的最后一行灵魂羁绊专长。","解锁新的一行尼娅灵魂羁绊","3","30","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"332","灵魂羁绊升级：柯莱恩","你可以使用柯莱恩的最后一行灵魂羁绊专长。","解锁新的一行柯莱恩灵魂羁绊","3","31","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"333","灵魂羁绊升级：织梦者","你可以使用织梦者的最后一行灵魂羁绊专长。","解锁新的一行织梦者灵魂羁绊","3","34","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"334","灵魂羁绊升级：娜德佳","你可以使用娜德佳的第八行灵魂羁绊专长。","解锁新的一行娜德佳灵魂羁绊","2","30","3485243","2","0","0","0","0","0","0","0","0","0","64508","0"
"335","灵魂羁绊升级：西塔尔","你可以使用西塔尔的第八行灵魂羁绊专长。","解锁新的一行西塔尔灵魂羁绊","2","34","3485244","2","0","0","0","0","0","0","0","0","0","64508","0"
"336","灵魂羁绊升级：德莱文将军","你可以使用德莱文将军的第八行灵魂羁绊专长。","解锁新的一行德莱文灵魂羁绊","2","31","3485245","2","0","0","0","0","0","0","0","0","0","64508","0"
"337","世界任务奖励","你的世界任务奖励的物品等级有了提升。","从世界任务获得的最高物品等级提升","1","29","236668","0","1","0","0","0","0","0","0","0","0","63350","88828"
"338","世界任务奖励","你的世界任务奖励的物品等级有了提升。","从世界任务获得的最高物品等级提升","4","29","236668","0","1","0","0","0","0","0","0","0","0","63350","88828"
"339","世界任务奖励","你的世界任务奖励的物品等级有了提升。","从世界任务获得的最高物品等级提升","3","29","236668","0","1","0","0","0","0","0","0","0","0","63350","88828"
"340","世界任务奖励","你的世界任务奖励的物品等级有了提升。","从世界任务获得的最高物品等级提升","2","29","236668","0","1","0","0","0","0","0","0","0","0","63350","88828"
"342","灵魂羁绊升级：柯莱恩","你可以使用柯莱恩的第九行灵魂羁绊专长。","解锁新的一行柯莱恩灵魂羁绊","3","41","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"343","灵魂羁绊升级：织梦者","你可以使用织梦者的第九行灵魂羁绊专长。","解锁新的一行织梦者灵魂羁绊","3","42","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"344","精英世界任务心能奖励","从精英世界任务奖励中获得的心能数量有了提升。","精英世界任务心能提升","3","47","3528279","2","1","0","0","0","0","0","0","0","0","64073","91036"
"345","灵魂羁绊升级：尼娅","你可以使用尼娅的第九行灵魂羁绊专长。","解锁新的一行尼娅灵魂羁绊","3","43","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"346","","你可以与守护者暮花谈一谈从而招募这名冒险者。","有新的冒险者可用","3","44","0","0","1","0","0","0","0","0","0","1337","0","0","0"
"347","统御之链：最终印记","可进行统御之链战役的下一章。","可接到新的战役任务","3","44","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"349","","","获得飞行坐骑","3","45","0","0","1","0","0","1484","0","0","0","0","0","64074","0"
"350","灵魂羁绊升级：织梦者","你可以使用织梦者的第十行灵魂羁绊专长。","解锁新的一行织梦者灵魂羁绊","3","45","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"351","世界任务奖励","你的世界任务奖励的物品等级有了提升。","从世界任务获得的最高物品等级提升","3","46","236668","0","1","0","0","0","0","0","0","0","0","64067","91039"
"352","灵魂羁绊升级：尼娅","你可以使用尼娅的第十行灵魂羁绊专长。","解锁新的一行尼娅灵魂羁绊","3","46","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"353","统御之链：骨与钢的军团","可进行统御之链战役的下一章。","可接到新的战役任务","3","47","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"354","灵魂羁绊升级：柯莱恩","你可以使用柯莱恩的第十行灵魂羁绊专长。","解锁新的一行柯莱恩灵魂羁绊","3","48","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"355","","","获得微型冬杖","3","56","0","0","1","186473","0","0","0","0","0","0","0","64079","0"
"356","灵魂羁绊升级：织梦者","你可以使用织梦者的第十一行灵魂羁绊专长。","解锁新的一行织梦者灵魂羁绊","3","49","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"357","统御之链：隐迹宾客","可进行统御之链战役的下一章。","可接到新的战役任务","3","50","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"358","灵魂羁绊升级：尼娅","你可以使用尼娅的第十一行灵魂羁绊专长。","解锁新的一行尼娅灵魂羁绊","3","51","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"359","统御之链：魅夜之力","可进行统御之链战役的下一章。","可接到新的战役任务","3","52","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"360","","你会获得记忆丝缕，可以使一名冒险者获得大量的经验值。","获得记忆丝缕","3","52","0","0","1","186472","0","0","0","0","0","0","0","64449","0"
"361","灵魂羁绊升级：柯莱恩","你可以使用柯莱恩的第十一行灵魂羁绊专长。","解锁新的一行柯莱恩灵魂羁绊","3","53","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"362","灵魂羁绊升级：织梦者","你可以使用织梦者的第十二行灵魂羁绊专长。","解锁新的一行织梦者灵魂羁绊","3","54","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"363","灵魂羁绊升级：尼娅","你可以使用尼娅的第十二行灵魂羁绊专长。","解锁新的一行尼娅灵魂羁绊","3","55","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"364","统御之链：崭新道路","可进行统御之链战役的下一章。","可接到新的战役任务","3","56","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"365","","你和法夜的关系变得越加深厚，耐力提高2%。","耐力提高","3","50","0","0","1","0","353870","0","0","0","0","0","0","64081","0"
"366","灵魂羁绊升级：柯莱恩","你可以使用柯莱恩的最后一行灵魂羁绊专长。","解锁新的一行柯莱恩灵魂羁绊","3","57","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"367","","你可以与守护者暮花谈一谈从而招募这名冒险者。","有新的冒险者可用","3","62","0","0","1","0","0","0","0","0","0","1338","0","0","0"
"368","奥利波斯任务心能奖励","从奥利波斯的每周地下城和PvP任务中获得的心能数量有了提升。","每周地下城和PVP任务心能奖励提升","3","73","3528279","0","1","0","0","0","0","0","0","0","0","64082","91042"
"369","统御之链：前方的路","可进行统御之链战役的最终章。","可接到新的战役任务","3","58","1500884","1","0","0","0","0","0","0","0","0","0","64508","0"
"370","灵魂羁绊升级：织梦者","织梦者的第一行导灵器被强化。","织梦者的一行导灵器被强化","3","61","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"371","非评级PvP物品等级","你和法夜不断给佐财团留下好印象，使你可以继续提升你的第2赛季非评级PvP装备到7级。","可以提升非评级PvP的最高等级","3","59","1713483","0","1","0","0","0","0","0","0","0","0","64508","91048"
"372","灵魂羁绊升级：柯莱恩","柯莱恩的第一行导灵器被强化。","柯莱恩的一行导灵器被强化","3","62","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"373","灵魂羁绊升级：尼娅","尼娅的第一行导灵器被强化。","尼娅的一行导灵器被强化","3","63","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"374","灵魂羁绊升级：织梦者","织梦者的第二行导灵器被强化。","织梦者的一行导灵器被强化","3","64","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"375","灵魂羁绊升级：柯莱恩","柯莱恩的第二行导灵器被强化。","柯莱恩的一行导灵器被强化","3","65","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"376","世界任务奖励","你的世界任务奖励的物品等级有了提升。","从世界任务获得的最高物品等级提升","3","61","236668","0","1","0","0","0","0","0","0","0","0","64068","91050"
"377","灵魂羁绊升级：尼娅","尼娅的第二行导灵器被强化。","尼娅的一行导灵器被强化","3","66","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"378","灵魂羁绊升级：织梦者","织梦者的第三行导灵器被强化。","织梦者的一行导灵器被强化","3","67","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"379","","你会获得记忆丝缕，可以使一名冒险者获得大量的经验值。","获得记忆丝缕","3","67","0","0","1","186472","0","0","0","0","0","0","0","64450","0"
"380","灵魂羁绊升级：尼娅","尼娅的第三行导灵器被强化。","尼娅的一行导灵器被强化","3","68","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"381","灵魂羁绊升级：柯莱恩","柯莱恩的第三行导灵器被强化。","柯莱恩的一行导灵器被强化","3","69","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"382","灵魂羁绊升级：织梦者","织梦者的第四行导灵器被强化。","织梦者的一行导灵器被强化","3","70","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"383","灵魂羁绊升级：柯莱恩","柯莱恩的第四行导灵器被强化。","柯莱恩的一行导灵器被强化","3","71","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"384","","你可以与守护者暮花谈一谈从而招募这名冒险者。","有新的冒险者可用","3","71","0","0","1","0","0","0","0","0","0","1339","0","0","0"
"385","灵魂羁绊升级：尼娅","尼娅的第四行导灵器被强化。","尼娅的一行导灵器被强化","3","72","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"386","灵魂羁绊升级：尼娅","尼娅的第五行导灵器被强化。","尼娅的一行导灵器被强化","3","73","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"387","","你和法夜的关系变得越加深厚，耐力提高2%。","耐力提高","3","59","0","0","1","0","353886","0","0","0","0","0","0","64088","0"
"388","灵魂羁绊升级：柯莱恩","柯莱恩的第五行导灵器被强化。","柯莱恩的一行导灵器被强化","3","74","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"389","灵魂羁绊升级：织梦者","织梦者的第五行导灵器被强化。","织梦者的一行导灵器被强化","3","75","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"390","","你会获得记忆丝缕，可以使一名冒险者获得大量的经验值。","获得记忆丝缕","3","76","0","0","0","186472","0","0","0","0","0","0","0","64451","0"
"391","灵魂羁绊升级：柯莱恩","柯莱恩的第六行导灵器被强化。","柯莱恩的一行导灵器被强化","3","77","3684885","2","0","0","0","0","0","0","0","0","0","64508","0"
"392","灵魂羁绊升级：尼娅","尼娅的第六行导灵器被强化。","尼娅的一行导灵器被强化","3","78","3684884","2","0","0","0","0","0","0","0","0","0","64508","0"
"393","灵魂羁绊升级：织梦者","织梦者的第六行导灵器被强化。","织梦者的一行导灵器被强化","3","79","3684882","2","0","0","0","0","0","0","0","0","0","64508","0"
"394","","","头衔解锁","3","80","3641394","1","0","0","0","0","0","0","699","0","0","64508","0"
"395","灵魂羁绊升级：海尔米尔","你可以使用骨匠海尔米尔的第九行灵魂羁绊专长。","解锁新的一行海尔米尔灵魂羁绊","4","41","3684892","2","0","0","0","0","0","0","0","0","0","64508","0"
"396","灵魂羁绊升级：艾米妮","你可以使用艾米妮的第九行灵魂羁绊专长。","解锁新的一行艾米妮灵魂羁绊","4","42","3684875","2","0","0","0","0","0","0","0","0","0","64508","0"
"397","精英世界任务心能奖励","从精英世界任务奖励中获得的心能数量有了提升。","精英世界任务心能提升","4","47","3528295","2","1","0","0","0","0","0","0","0","0","64073","91036"
"398","","你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。","有新的冒险者可用","4","44","0","0","1","0","0","0","0","0","0","1334","0","0","0"
"399","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第九行灵魂羁绊专长。","解锁新的一行马里莱斯灵魂羁绊","4","43","3684879","2","0","0","0","0","0","0","0","0","0","64508","0"
"400","统御之链：最终印记","可进行统御之链战役的下一章。","可接到新的战役任务","4","44","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"401","","","获得飞行坐骑","4","45","0","0","1","0","0","1495","0","0","0","0","0","64097","0"
"402","灵魂羁绊升级：艾米妮","你可以使用艾米妮的第十行灵魂羁绊专长。","解锁新的一行艾米妮灵魂羁绊","4","45","3684875","2","0","0","0","0","0","0","0","0","0","64508","0"
"403","世界任务奖励","你的世界任务奖励的物品等级有了提升。","从世界任务获得的最高物品等级提升","4","46","236668","0","1","0","0","0","0","0","0","0","0","64067","91039"
"404","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第十行灵魂羁绊专长。","解锁新的一行马里莱斯灵魂羁绊","4","46","3684879","2","0","0","0","0","0","0","0","0","0","64508","0"
"405","统御之链：骨与钢的军团","可进行统御之链战役的下一章。","可接到新的战役任务","4","47","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"406","灵魂羁绊升级：海尔米尔","你可以使用骨匠海尔米尔的第十行灵魂羁绊专长。","解锁新的一行海尔米尔灵魂羁绊","4","48","3684892","2","0","0","0","0","0","0","0","0","0","64508","0"
"407","","","获得微型软泥瓶","4","56","0","0","1","186524","0","0","0","0","0","0","0","64099","0"
"408","灵魂羁绊升级：艾米妮","你可以使用艾米妮的第十一行灵魂羁绊专长。","解锁新的一行艾米妮灵魂羁绊","4","49","3684875","2","0","0","0","0","0","0","0","0","0","64508","0"
"409","统御之链：隐迹宾客","可进行统御之链战役的下一章。","可接到新的战役任务","4","50","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"410","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第十一行灵魂羁绊专长。","解锁新的一行马里莱斯灵魂羁绊","4","51","3684879","2","0","0","0","0","0","0","0","0","0","64508","0"
"411","统御之链：魅夜之力","可进行统御之链战役的下一章。","可接到新的战役任务","4","52","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"412","","你会获得记忆丝缕，可以使一名冒险者获得大量的经验值。","获得记忆丝缕","4","52","0","0","1","186472","0","0","0","0","0","0","0","64446","0"
"413","灵魂羁绊升级：海尔米尔","你可以使用骨匠海尔米尔的第十一行灵魂羁绊专长。","解锁新的一行海尔米尔灵魂羁绊","4","53","3684892","2","0","0","0","0","0","0","0","0","0","64508","0"
"414","灵魂羁绊升级：艾米妮","你可以使用艾米妮的第十二行灵魂羁绊专长。","解锁新的一行艾米妮灵魂羁绊","4","54","3684875","2","0","0","0","0","0","0","0","0","0","64508","0"
"415","灵魂羁绊升级：马里莱斯","你可以使用魔药设计师马里莱斯的第十二行灵魂羁绊专长。","解锁新的一行马里莱斯灵魂羁绊","4","55","3684879","2","0","0","0","0","0","0","0","0","0","64508","0"
"416","统御之链：崭新道路","可进行统御之链战役的下一章。","可接到新的战役任务","4","56","1500884","0","0","0","0","0","0","0","0","0","0","64508","0"
"417","灵魂羁绊升级：海尔米尔","你可以使用骨匠海尔米尔的第十二行灵魂羁绊专长。","解锁新的一行海尔米尔灵魂羁绊","4","57","3684892","2","0","0","0","0","0","0","0","0","0","64508","0"
"418","奥利波斯任务心能奖励","从奥利波斯的每周地下城和PvP任务中获得的心能数量有了提升。","每周地下城和PVP任务心能奖励提升","4","73","3528295","0","1","0","0","0","0","0","0","0","0","64082","91042"
"419","","你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。","有新的冒险者可用","4","62","0","0","1","0","0","0","0","0","0","1335","0","0","0"
"420","统御之链：前方的路","可进行统御之链战役的最终章。","可接到新的战役任务","4","58","1500884","1","0","0","0","0","0","0","0","0","0","64508","0"
"421","","你和通灵领主的关系变得越加深厚，耐力提高2%。","耐力提高","4","50","0","0","1","0","354025","0","0","0","0","0","0","64100","0"
"422","灵魂羁绊升级：艾米妮","艾米妮的第一行导灵器被强化。","解锁新的一行艾米妮灵魂羁绊","4","61","3684875","2","0","0","0","0","0","0","0","0","0","64508","0"
"423","非评级PvP物品等级","你和通灵领主不断给佐财团留下好印象，使你可以继续提升你的第2赛季非评级PvP装备到7级。","可以提升非评级PvP的最高等级","4","59","1713483","0","1","0","0","0","0","0","0","0","0","64508","91048"
"424","灵魂羁绊升级：海尔米尔","骨匠海尔米尔的第一行导灵器被强化。","解锁新的一行海尔米尔灵魂羁绊","4","62","3684892","2","0","0","0","0","0","0","0","0","0","64508","0"
"425","灵魂羁绊升级：马里莱斯","魔药设计师马里莱斯的第一行导灵器被强化。","解锁新的一行马里莱斯灵魂羁绊","4","63","3684879","2","0","0","0","0","0","0","0","0","0","64508","0"
"426","灵魂羁绊升级：艾米妮","艾米妮的第二行导灵器被强化。","解锁新的一行艾米妮灵魂羁绊","4","64","3684875","2","0","0","0","0","0","0","0","0","0","64508","0"
"427","世界任务奖励","你的世界任务奖励的物品等级有了提升。","从世界任务获得的最高物品等级提升","4","61","236668","0","1","0","0","0","0","0","0","0","0","64068","91050"
"428","灵魂羁绊升级：海尔米尔","骨匠海尔米尔的第二行导灵器被强化。","解锁新的一行海尔米尔灵魂羁绊","4","65","3684892","2","0","0","0","0","0","0","0","0","0","64508","0"
"429","灵魂羁绊升级：马里莱斯","魔药设计师马里莱斯的第二行导灵器被强化。","解锁新的一行马里莱斯灵魂羁绊","4","66","3684879","2","0","0","0","0","0","0","0","0","0","64508","0"
"430","灵魂羁绊升级：艾米妮","艾米妮的第三行导灵器被强化。","解锁新的一行艾米妮灵魂羁绊","4","67","3684875","2","0","0","0","0","0","0","0","0","0","64508","0"
"431","","你会获得记忆丝缕，可以使一名冒险者获得大量的经验值。","获得记忆丝缕","4","67","0","0","1","186472","0","0","0","0","0","0","0","64447","0"
"432","灵魂羁绊升级：马里莱斯","魔药设计师马里莱斯的第三行导灵器被强化。","解锁新的一行马里莱斯灵魂羁绊","4","68","3684879","2","0","0","0","0","0","0","0","0","0","64508","0"
"433","灵魂羁绊升级：海尔米尔","骨匠海尔米尔的第三行导灵器被强化。","解锁新的一行海尔米尔灵魂羁绊","4","69","3684892","2","0","0","0","0","0","0","0","0","0","64508","0"
"434","灵魂羁绊升级：艾米妮","艾米妮的第四行导灵器被强化。","解锁新的一行艾米妮灵魂羁绊","4","70","3684875","2","0","0","0","0","0","0","0","0","0","64508","0"
"435","灵魂羁绊升级：海尔米尔","骨匠海尔米尔的第四行导灵器被强化。","解锁新的一行海尔米尔灵魂羁绊","4","71","3684892","2","0","0","0","0","0","0","0","0","0","64508","0"
"436","","你可以与梅里克·菲尔德斯卡谈一谈从而招募这名冒险者。","有新的冒险者可用","4","71","0","0","1","0","0","0","0","0","0","1336","0","0","0"
"437","灵魂羁绊升级：马里莱斯","魔药设计师马里莱斯的第四行导灵器被强化。","解锁新的一行马里莱斯灵魂羁绊","4","72","3684879","2","0","0","0","0","0","0","0","0","0","64508","0"
"438","灵魂羁绊升级：马里莱斯","魔药设计师马里莱斯的第五行导灵器被强化。","解锁新的一行马里莱斯灵魂羁绊","4","73","3684879","2","0","0","0","0","0","0","0","0","0","64508","0"
